250	-0.116579	
251	-0.113084	
252	-0.100614	
253	-0.0943423	
254	-0.0875041	
255	-0.0826202	
256	-0.0765031	
257	-0.0688715	
258	-0.0633096	
259	-0.0546435	
260	-0.0510903	
261	-0.0471464	
262	-0.0443113	
263	-0.0419569	
264	-0.0378823	
265	-0.033775	
266	-0.0334109	
267	-0.0307752	
268	-0.0263444	
269	-0.0240136	
270	-0.0228901	
271	-0.0194113	
272	-0.0175462	
273	-0.0162386	
274	-0.0148814	
275	-0.0115571	
276	-0.00937281	
277	-0.00750192	
278	-0.00713327	
279	-0.00480337	
280	-0.00262278	
281	-0.00281282	
282	-0.000499669	
283	-0.000683505	
284	0.00175311	
285	0.00216574	
286	0.00428391	
287	0.00359316	
288	0.00635044	
289	0.00619263	
290	0.00859797	
291	0.00793866	
292	0.00992357	
293	0.00988705	
294	0.0117594	
295	0.0122725	
296	0.013207	
297	0.0138886	
298	0.0152054	
299	0.0151357	
300	0.0162488	
301	0.0168011	
302	0.0179006	
303	0.0186817	
304	0.0204199	
305	0.0209423	
306	0.0220205	
307	0.0229868	
308	0.0241153	
309	0.0254243	
310	0.02696	
311	0.0281605	
312	0.029624	
313	0.0315936	
314	0.0335453	
315	0.0356082	
316	0.0375813	
317	0.0401871	
318	0.0423222	
319	0.0454467	
320	0.047807	
321	0.0510029	
322	0.0539013	
323	0.0575401	
324	0.0612104	
325	0.0646593	
326	0.0688603	
327	0.0737005	
328	0.0783168	
329	0.0843247	
330	0.0913534	
331	0.0997686	
332	0.108266	
333	0.119223	
334	0.132818	
335	0.149872	
336	0.170863	
337	0.199413	
338	0.238939	
339	0.296663	
340	0.376951	
341	0.519634	
342	0.754223	
343	1.13591	
344	1.71627	
345	2.77012	
346	4.53069	
347	7.33947	
348	11.3954	
349	17.8702	
350	26.6258	
351	37.7066	
352	48.8179	
353	60.9672	
354	72.2992	
355	81.7736	
356	88.2144	
357	91.9849	
358	94.322	
359	95.4338	
360	95.7226	
361	95.6292	
362	95.3526	
363	95.0668	
364	94.7786	
365	94.5514	
366	94.4097	
367	94.3697	
368	94.4148	
369	94.5876	
370	94.8481	
371	95.178	
372	95.5549	
373	95.9663	
374	96.3545	
375	96.7131	
376	96.9489	
377	97.1155	
378	97.1751	
379	97.1754	
380	97.0943	
381	96.9785	
382	96.8326	
383	96.7302	
384	96.6575	
385	96.6446	
386	96.6826	
387	96.7798	
388	96.9003	
389	97.0301	
390	97.111	
391	97.1655	
392	97.1502	
393	97.081	
394	96.9467	
395	96.8093	
396	96.6483	
397	96.5413	
398	96.4515	
399	96.4235	
400	96.4643	
401	96.563	
402	96.7028	
403	96.8752	
404	97.0314	
405	97.152	
406	97.1963	
407	97.1795	
408	97.0682	
409	96.8613	
410	96.5757	
411	96.225	
412	95.8632	
413	95.5408	
414	95.2588	
415	95.0677	
416	94.9542	
417	94.9708	
418	95.0832	
419	95.2755	
420	95.542	
421	95.8535	
422	96.1889	
423	96.4977	
424	96.7613	
425	96.9625	
426	97.0725	
427	97.0829	
428	96.9959	
429	96.845	
430	96.6367	
431	96.3869	
432	96.1512	
433	95.945	
434	95.7832	
435	95.7005	
436	95.6935	
437	95.7708	
438	95.9135	
439	96.1083	
440	96.4607	
441	96.7227	
442	96.9519	
443	97.1386	
444	97.2593	
445	97.3066	
446	97.2627	
447	97.1334	
448	96.9006	
449	96.61	
450	96.2759	
451	95.9646	
452	95.6411	
453	95.3267	
454	95.0038	
455	94.7655	
456	94.5727	
457	94.4498	
458	94.4029	
459	94.4377	
460	94.5401	
461	94.6902	
462	94.8674	
463	95.0808	
464	95.2874	
465	95.4978	
466	95.7059	
467	95.8877	
468	96.0244	
469	96.137	
470	96.2012	
471	96.2479	
472	96.2725	
473	96.273	
474	96.2553	
475	96.2326	
476	96.1974	
477	96.1863	
478	96.2001	
479	96.2168	
480	96.2712	
481	96.3467	
482	96.4312	
483	96.5265	
484	96.6357	
485	96.7606	
486	96.8901	
487	97.0135	
488	97.1266	
489	97.2106	
490	97.2732	
491	97.3073	
492	97.311	
493	97.2685	
494	97.2036	
495	97.0934	
496	96.9511	
497	96.8009	
498	96.6275	
499	96.4464	
500	96.2652	
501	96.0401	
502	95.8537	
503	95.684	
504	95.5352	
505	95.3985	
506	95.2841	
507	95.2	
508	95.1462	
509	95.1164	
510	95.1179	
511	95.1413	
512	95.1839	
513	95.2446	
514	95.312	
515	95.3802	
516	95.467	
517	95.5375	
518	95.5979	
519	95.6429	
520	95.6574	
521	95.6635	
522	95.6342	
523	95.585	
524	95.507	
525	95.3967	
526	95.2731	
527	95.1066	
528	94.9117	
529	94.7205	
530	94.5276	
531	94.3019	
532	94.0915	
533	93.8797	
534	93.69	
535	93.4973	
536	93.3254	
537	93.1831	
538	93.0496	
539	92.9759	
540	92.9116	
541	92.8807	
542	92.8821	
543	92.9136	
544	92.9652	
545	93.0549	
546	93.1637	
547	93.3084	
548	93.4548	
549	93.6271	
550	93.812	
551	93.9966	
552	94.1861	
553	94.3823	
554	94.5654	
555	94.7388	
556	94.906	
557	95.0568	
558	95.1969	
559	95.3121	
560	95.4143	
561	95.4976	
562	95.5491	
563	95.5847	
564	95.5987	
565	95.5978	
566	95.5701	
567	95.5302	
568	95.4793	
569	95.4219	
570	95.3595	
571	95.2793	
572	95.2032	
573	95.1059	
574	95.0279	
575	94.9517	
576	94.8873	
577	94.8204	
578	94.7773	
579	94.7338	
580	94.6899	
581	94.6604	
582	94.6511	
583	94.6505	
584	94.6635	
585	94.677	
586	94.7161	
587	94.7569	
588	94.7987	
589	94.8555	
590	94.9168	
591	94.9828	
592	95.0612	
593	95.1371	
594	95.2084	
595	95.2792	
596	95.3472	
597	95.4106	
598	95.4548	
599	95.5043	
600	95.533	
601	95.5556	
602	95.5576	
603	95.5519	
604	95.5341	
605	95.4929	
606	95.4402	
607	95.3761	
608	95.2853	
609	95.1968	
610	95.0807	
611	94.9395	
612	94.8146	
613	94.6626	
614	94.5127	
615	94.3351	
616	94.1559	
617	93.9822	
618	93.7936	
619	93.6084	
620	93.4289	
621	93.2305	
622	93.0399	
623	92.8697	
624	92.7023	
625	92.5438	
626	92.3934	
627	92.242	
628	92.1305	
629	92.033	
630	91.9311	
631	91.8547	
632	91.7817	
633	91.7374	
634	91.7092	
635	91.699	
636	91.701	
637	91.7371	
638	91.7674	
639	91.8101	
640	91.8808	
641	91.9672	
642	92.0535	
643	92.1505	
644	92.2621	
645	92.3883	
646	92.5174	
647	92.6397	
648	92.7747	
649	92.9049	
650	93.0412	
651	93.1544	
652	93.2744	
653	93.3847	
654	93.4771	
655	93.5714	
656	93.6428	
657	93.7119	
658	93.7704	
659	93.788	
660	93.8204	
661	93.8384	
662	93.8197	
663	93.8026	
664	93.7666	
665	93.7136	
666	93.64	
667	93.5658	
668	93.4837	
669	93.3982	
670	93.2998	
671	93.2143	
672	93.1282	
673	93.0274	
674	92.9261	
675	92.8192	
676	92.7167	
677	92.6215	
678	92.5488	
679	92.4697	
680	92.4065	
681	92.3471	
682	92.2957	
683	92.2631	
684	92.251	
685	92.2386	
686	92.2342	
687	92.2463	
688	92.2617	
689	92.3033	
690	92.3508	
691	92.4171	
692	92.5172	
693	92.5948	
694	92.6758	
695	92.7957	
696	92.9121	
697	93.0387	
698	93.1794	
699	93.3159	
700	93.1714	
701	93.3278	
702	93.4803	
703	93.6609	
704	93.8099	
705	93.9695	
706	94.1315	
707	94.2834	
708	94.4231	
709	94.5566	
710	94.6665	
711	94.7801	
712	94.8437	
713	94.9105	
714	94.9443	
715	94.9725	
716	94.9879	
717	94.9873	
718	94.9783	
719	94.9518	
720	94.9065	
721	94.8421	
722	94.753	
723	94.6795	
724	94.575	
725	94.4641	
726	94.3147	
727	94.1795	
728	94.0386	
729	93.8837	
730	93.7527	
731	93.5801	
732	93.3919	
733	93.2254	
734	93.0836	
735	92.9257	
736	92.7618	
737	92.5968	
738	92.463	
739	92.3235	
740	92.1808	
741	92.0329	
742	91.9356	
743	91.8256	
744	91.7413	
745	91.6266	
746	91.5399	
747	91.4937	
748	91.4215	
749	91.355	
750	91.3272	
751	91.2669	
752	91.2045	
753	91.2152	
754	91.2478	
755	91.2756	
756	91.3347	
757	91.4178	
758	91.4999	
759	91.5859	
760	91.7156	
761	91.8291	
762	91.9871	
763	92.1474	
764	92.2947	
765	92.4028	
766	92.5404	
767	92.6868	
768	92.8419	
769	93.0356	
770	93.1654	
771	93.4409	
772	93.5831	
773	93.6512	
774	93.776	
775	93.8857	
776	93.9979	
777	94.0954	
778	94.2353	
779	94.2967	
780	94.3558	
781	94.3856	
782	94.4407	
783	94.4412	
784	94.4648	
785	94.4893	
786	94.4282	
787	94.4136	
788	94.334	
789	94.3239	
790	94.2129	
791	94.1089	
792	93.9881	
793	93.9166	
794	93.7153	
795	93.5586	
796	93.3002	
797	93.1586	
798	92.9598	
799	92.7277	
800	92.5419	
801	92.3185	
802	92.0957	
803	91.8944	
804	91.6584	
805	91.4337	
806	91.2159	
807	90.9638	
808	90.6989	
809	90.4181	
810	90.228	
811	89.9683	
812	89.7904	
813	89.5158	
814	89.3085	
815	89.0912	
816	88.8872	
817	88.7259	
818	88.5348	
819	88.3811	
820	88.1331	
821	87.9452	
822	87.8135	
823	87.7262	
824	87.6709	
825	87.6599	
826	87.6362	
827	87.5971	
828	87.5579	
829	87.5106	
830	87.5104	
831	87.5029	
832	87.5497	
833	87.6087	
834	87.6101	
835	87.6375	
836	87.6907	
837	87.7598	
838	87.8786	
839	88.0256	
840	88.1188	
841	88.3284	
842	88.4884	
843	88.5627	
844	88.7184	
845	88.9114	
846	89.1312	
847	89.2528	
848	89.2736	
849	89.499	
850	89.9438	
851	90.1512	
852	90.4152	
853	90.6635	
854	90.8944	
855	91.1254	
856	91.3747	
857	91.6328	
858	91.8712	
859	92.1117	
860	92.3522	
861	92.5867	
862	92.8028	
863	93.0251	
864	93.2109	
865	93.2426	
866	93.6023	
867	93.7898	
868	94.0363	
869	94.069	
870	94.1584	
871	94.2298	
872	94.4033	
873	94.5043	
874	94.4918	
875	94.5878	
876	94.6934	
877	94.7241	
878	94.6853	
879	94.6073	
880	94.5279	
881	94.4633	
882	94.4229	
883	94.4159	
884	94.3709	
885	94.3501	
886	94.3014	
887	94.2407	
888	94.15	
889	94.0097	
890	93.863	
891	93.6427	
892	93.4422	
893	93.2265	
894	93.0142	
895	92.8691	
896	92.7548	
897	92.6378	
898	92.495	
899	92.3826	
900	92.2044	
901	91.979	
902	91.6794	
903	91.3739	
904	91.1762	
905	91.0461	
906	90.9411	
907	90.8612	
908	90.782	
909	90.6596	
910	90.478	
911	90.4175	
912	90.1022	
913	89.7729	
914	89.6043	
915	89.4425	
916	89.3342	
917	89.252	
918	89.2164	
919	89.1703	
920	89.123	
921	89.0694	
922	89.0113	
923	88.9614	
924	88.8828	
925	88.817	
926	88.7688	
927	88.8183	
928	88.6379	
929	88.5661	
930	88.4511	
931	88.4848	
932	88.4811	
933	88.5966	
934	88.6117	
935	88.6511	
936	88.8241	
937	89.0236	
938	89.209	
939	89.3015	
940	89.3637	
941	89.4909	
942	89.6026	
943	89.7422	
944	89.8712	
945	90.0665	
946	90.165	
947	90.3705	
948	90.5063	
949	90.6758	
950	90.8301	
951	90.9966	
952	91.1673	
953	91.3211	
954	91.4709	
955	91.5974	
956	91.6243	
957	91.9694	
958	92.1385	
959	92.3251	
960	92.4911	
961	92.7218	
962	92.8675	
963	93.0834	
964	93.276	
965	93.4572	
966	93.6368	
967	93.7385	
968	93.9048	
969	94.0553	
970	94.1734	
971	94.3223	
972	94.4458	
973	94.615	
974	94.8002	
975	94.9072	
976	95.0041	
977	95.041	
978	95.0121	
979	95.031	
980	95.0478	
981	95.064	
982	95.1373	
983	95.2139	
984	95.282	
985	95.0659	
986	95.2964	
987	95.2731	
988	95.1722	
989	94.8956	
990	94.9388	
991	94.8945	
992	94.8421	
993	94.7788	
994	94.7691	
995	94.7345	
996	94.7025	
997	94.4137	
998	94.4783	
999	94.3397	
1000	94.1406	

